matchSeed,turnNumber,randomCallCount,aiStyleOverride,winnerAtDecision,pieceId,fromTileId,toTileId,fromPathIndex,toPathIndex,progressScore,safetyScore,aggressionScore,totalScore,weightProgress,weightSafety,weightAggression,candidateCount,selectedRank,explanation
1209,19,176,"fixed","",10,14,2,0,4,0.333333,1.000000,0.000000,1.333333,1.000000,1.000000,1.000000,6,1,"This was a marginally better option. I chose the rosette because it improves safety while preserving progress."
1209,20,180,"fixed","",8,13,22,9,12,0.850000,-0.200000,0.000000,0.650000,1.000000,1.000000,1.000000,3,1,"This was a clear best option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1209,21,188,"fixed","",8,22,20,12,14,0.966667,1.000000,0.000000,1.966667,1.000000,1.000000,1.000000,6,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1209,22,192,"fixed","",10,2,7,4,7,0.516667,-0.200000,1.413333,1.730000,1.000000,1.000000,1.000000,2,1,"This was a clear best option. I chose this move to pressure the opponent and disrupt their progress, while still keeping aggression and progress in balance."
1209,23,200,"fixed","",10,7,13,7,9,0.633333,-0.200000,0.000000,0.433333,1.000000,1.000000,1.000000,5,1,"This was the strongest available option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1209,24,208,"fixed","",10,13,19,9,11,0.766667,-0.200000,0.000000,0.566667,1.000000,1.000000,1.000000,5,1,"This was a clear best option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1209,25,216,"fixed","",8,20,17,14,15,1.016667,1.200000,0.000000,2.216667,1.000000,1.000000,1.000000,6,1,"This was a clear best option. I prioritised bringing a piece home because finishing is the highest-value progress outcome."
1209,26,224,"fixed","",9,5,2,3,4,0.283333,1.000000,0.000000,1.283333,1.000000,1.000000,1.000000,5,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1209,27,228,"fixed","",9,2,4,4,6,0.433333,-0.200000,1.390000,1.623333,1.000000,1.000000,1.000000,5,1,"This was a clear best option. I chose this move to pressure the opponent and disrupt their progress, while still keeping aggression and progress in balance."
1209,28,236,"fixed","",9,4,10,6,8,0.566667,0.800000,0.000000,1.366667,1.000000,1.000000,1.000000,5,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1209,29,240,"fixed","",10,19,22,11,12,0.816667,-0.200000,0.000000,0.616667,1.000000,1.000000,1.000000,5,1,"This was the strongest available option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1209,30,248,"fixed","",10,22,23,12,13,0.883333,0.000000,0.000000,0.883333,1.000000,1.000000,1.000000,5,1,"This was a clear best option. I selected this move because it offered the best overall balance of progress, safety, and pressure."
1209,31,256,"fixed","",10,23,17,13,15,1.033333,1.200000,0.000000,2.233333,1.000000,1.000000,1.000000,5,1,"This was a clear best option. I prioritised bringing a piece home because finishing is the highest-value progress outcome."
1209,32,264,"fixed","",9,10,16,8,10,0.700000,-0.200000,1.483333,1.983333,1.000000,1.000000,1.000000,4,1,"This was a clear best option. I chose this move to pressure the opponent and disrupt their progress, while still keeping aggression and progress in balance."
1209,33,272,"fixed","",9,16,22,10,12,0.833333,-0.200000,0.000000,0.633333,1.000000,1.000000,1.000000,4,1,"This was a clear best option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1209,34,284,"fixed","",9,22,20,12,14,0.966667,1.000000,0.000000,1.966667,1.000000,1.000000,1.000000,4,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1209,35,288,"fixed","",11,14,8,0,2,0.166667,0.000000,0.000000,0.166667,1.000000,1.000000,1.000000,3,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1209,36,296,"fixed","",11,8,2,2,4,0.300000,1.000000,0.000000,1.300000,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I preferred the safer line with lower capture exposure."
1209,37,300,"fixed","",9,20,17,14,15,1.016667,1.200000,0.000000,2.216667,1.000000,1.000000,1.000000,4,1,"This was a clear best option. I prioritised bringing a piece home because finishing is the highest-value progress outcome."
1209,38,308,"fixed","",11,2,4,4,6,0.433333,-0.200000,1.390000,1.623333,1.000000,1.000000,1.000000,3,1,"This was a clear best option. I chose this move to pressure the opponent and disrupt their progress, while still keeping aggression and progress in balance."
1209,39,316,"fixed","",11,4,7,6,7,0.483333,-0.200000,0.000000,0.283333,1.000000,1.000000,1.000000,3,1,"This was the strongest available option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1209,40,324,"fixed","",11,7,10,7,8,0.550000,0.800000,0.000000,1.350000,1.000000,1.000000,1.000000,3,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1209,41,328,"fixed","",11,10,16,8,10,0.700000,-0.200000,0.000000,0.500000,1.000000,1.000000,1.000000,3,1,"This was the strongest available option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1209,42,340,"fixed","",11,16,22,10,12,0.833333,-0.200000,0.000000,0.633333,1.000000,1.000000,1.000000,3,1,"This was a clear best option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1209,43,348,"fixed","",11,22,20,12,14,0.966667,1.000000,0.000000,1.966667,1.000000,1.000000,1.000000,3,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1209,44,352,"fixed","",12,14,8,0,2,0.166667,0.000000,0.000000,0.166667,1.000000,1.000000,1.000000,2,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1209,45,360,"fixed","",12,8,2,2,4,0.300000,1.000000,0.000000,1.300000,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I preferred the safer line with lower capture exposure."
1209,46,364,"fixed","",12,2,4,4,6,0.433333,-0.200000,0.000000,0.233333,1.000000,1.000000,1.000000,2,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1209,47,372,"fixed","",11,20,17,14,15,1.016667,1.200000,0.000000,2.216667,1.000000,1.000000,1.000000,3,1,"This was a clear best option. I prioritised bringing a piece home because finishing is the highest-value progress outcome."
1209,48,388,"fixed","",12,4,10,6,8,0.566667,0.800000,0.000000,1.366667,1.000000,1.000000,1.000000,2,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1209,49,404,"fixed","",12,10,16,8,10,0.700000,-0.200000,0.000000,0.500000,1.000000,1.000000,1.000000,2,1,"This was the strongest available option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1209,50,416,"fixed","",12,16,23,10,13,0.916667,0.000000,0.000000,0.916667,1.000000,1.000000,1.000000,2,1,"This was a clear best option. I selected this move because it offered the best overall balance of progress, safety, and pressure."
1209,51,424,"fixed","",12,23,17,13,15,1.033333,1.200000,0.000000,2.233333,1.000000,1.000000,1.000000,2,1,"This was a clear best option. I prioritised bringing a piece home because finishing is the highest-value progress outcome."
1209,52,432,"fixed","",13,14,11,0,1,0.083333,0.000000,0.000000,0.083333,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I chose the line with slightly stronger forward progress."
1209,53,440,"fixed","",13,11,2,1,4,0.316667,1.000000,0.000000,1.316667,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I preferred the safer line with lower capture exposure."
1209,54,444,"fixed","",13,2,4,4,6,0.433333,-0.200000,0.000000,0.233333,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I chose the line with slightly stronger forward progress."
1209,55,452,"fixed","",13,4,13,6,9,0.650000,-0.200000,0.000000,0.450000,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I chose the line with slightly stronger forward progress."
1209,56,460,"fixed","",13,13,19,9,11,0.766667,-0.200000,0.000000,0.566667,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I chose the line with slightly stronger forward progress."
1209,57,472,"fixed","playerTwo",13,19,17,11,15,1.066667,1.200000,0.000000,2.266667,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I preferred the safer line with lower capture exposure."
1210,1,12,"fixed","",7,14,11,0,1,0.083333,0.000000,0.000000,0.083333,1.000000,1.000000,1.000000,7,1,"This was a marginally better option. I opened with progress because the immediate gain outweighed the early risk."
1210,2,20,"fixed","",7,11,2,1,4,0.316667,1.000000,0.000000,1.316667,1.000000,1.000000,1.000000,7,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1210,3,24,"fixed","",8,14,8,0,2,0.166667,0.000000,0.000000,0.166667,1.000000,1.000000,1.000000,7,1,"This was a marginally better option. I selected this move because it offered the best overall balance of progress, safety, and pressure."
1210,4,36,"fixed","",7,2,4,4,6,0.433333,-0.450000,0.000000,-0.016667,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I chose the line with slightly stronger forward progress."
1210,5,44,"fixed","",9,14,5,0,3,0.250000,0.000000,0.000000,0.250000,1.000000,1.000000,1.000000,7,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1210,6,56,"fixed","",9,5,2,3,4,0.283333,1.000000,0.000000,1.283333,1.000000,1.000000,1.000000,6,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1210,7,60,"fixed","",7,4,10,6,8,0.566667,0.800000,0.000000,1.366667,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I preferred the safer line with lower capture exposure."
1210,8,64,"fixed","",7,10,16,8,10,0.700000,-0.200000,0.000000,0.500000,1.000000,1.000000,1.000000,2,1,"This was the strongest available option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1210,9,76,"fixed","",7,16,22,10,12,0.833333,-0.200000,0.000000,0.633333,1.000000,1.000000,1.000000,2,1,"This was a clear best option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1210,10,84,"fixed","",7,22,20,12,14,0.966667,1.000000,0.000000,1.966667,1.000000,1.000000,1.000000,2,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1210,11,88,"fixed","",9,2,4,4,6,0.433333,-0.450000,0.000000,-0.016667,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I chose the line with slightly stronger forward progress."
1210,12,96,"fixed","",7,20,17,14,15,1.016667,1.200000,0.000000,2.216667,1.000000,1.000000,1.000000,7,1,"This was a clear best option. I prioritised bringing a piece home because finishing is the highest-value progress outcome."
1210,13,108,"fixed","",9,14,5,0,3,0.250000,0.000000,0.000000,0.250000,1.000000,1.000000,1.000000,6,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1210,14,116,"fixed","",8,8,2,2,4,0.300000,1.000000,0.000000,1.300000,1.000000,1.000000,1.000000,2,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1210,15,120,"fixed","",8,2,4,4,6,0.433333,-0.200000,0.000000,0.233333,1.000000,1.000000,1.000000,6,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1210,16,128,"fixed","",8,4,13,6,9,0.650000,-0.200000,1.460000,1.910000,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I chose the line with slightly stronger forward progress."
1210,17,136,"fixed","",8,13,19,9,11,0.766667,-0.200000,0.000000,0.566667,1.000000,1.000000,1.000000,6,1,"This was a clear best option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1210,18,144,"fixed","",9,5,2,3,4,0.283333,1.000000,0.000000,1.283333,1.000000,1.000000,1.000000,6,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1210,19,148,"fixed","",8,19,17,11,15,1.066667,1.200000,0.000000,2.266667,1.000000,1.000000,1.000000,2,1,"This was a clear best option. I prioritised bringing a piece home because finishing is the highest-value progress outcome."
1210,20,156,"fixed","",9,2,7,4,7,0.516667,-0.200000,1.413333,1.730000,1.000000,1.000000,1.000000,5,1,"This was a clear best option. I chose this move to pressure the opponent and disrupt their progress, while still keeping aggression and progress in balance."
1210,21,164,"fixed","",9,7,13,7,9,0.633333,-0.200000,0.000000,0.433333,1.000000,1.000000,1.000000,5,1,"This was the strongest available option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1210,22,176,"fixed","",10,14,2,0,4,0.333333,1.000000,0.000000,1.333333,1.000000,1.000000,1.000000,5,1,"This was a marginally better option. I chose the rosette because it improves safety while preserving progress."
1210,23,180,"fixed","",9,13,19,9,11,0.766667,-0.200000,0.000000,0.566667,1.000000,1.000000,1.000000,5,1,"This was a clear best option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1210,24,188,"fixed","",9,19,23,11,13,0.900000,0.000000,0.000000,0.900000,1.000000,1.000000,1.000000,5,1,"This was a clear best option. I selected this move because it offered the best overall balance of progress, safety, and pressure."
1210,25,196,"fixed","",9,23,20,13,14,0.950000,1.000000,0.000000,1.950000,1.000000,1.000000,1.000000,5,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1210,26,200,"fixed","",10,2,7,4,7,0.516667,-0.200000,0.000000,0.316667,1.000000,1.000000,1.000000,4,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1210,27,208,"fixed","",10,7,13,7,9,0.633333,-0.200000,0.000000,0.433333,1.000000,1.000000,1.000000,4,1,"This was the strongest available option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1210,28,216,"fixed","",9,20,17,14,15,1.016667,1.200000,0.000000,2.216667,1.000000,1.000000,1.000000,5,1,"This was a clear best option. I prioritised bringing a piece home because finishing is the highest-value progress outcome."
1210,29,224,"fixed","",10,13,19,9,11,0.766667,-0.200000,0.000000,0.566667,1.000000,1.000000,1.000000,4,1,"This was a clear best option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1210,30,232,"fixed","",10,19,20,11,14,0.983333,1.000000,0.000000,1.983333,1.000000,1.000000,1.000000,4,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1210,31,236,"fixed","",11,14,5,0,3,0.250000,0.000000,0.000000,0.250000,1.000000,1.000000,1.000000,3,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1210,32,244,"fixed","",12,14,8,0,2,0.166667,0.000000,0.000000,0.166667,1.000000,1.000000,1.000000,3,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1210,33,252,"fixed","",12,8,2,2,4,0.300000,1.000000,0.000000,1.300000,1.000000,1.000000,1.000000,2,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1210,34,256,"fixed","",12,2,4,4,6,0.433333,-0.200000,0.000000,0.233333,1.000000,1.000000,1.000000,3,1,"This was a marginally better option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1210,35,268,"fixed","",12,14,8,0,2,0.166667,0.000000,0.000000,0.166667,1.000000,1.000000,1.000000,3,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1210,36,276,"fixed","",12,8,2,2,4,0.300000,1.000000,0.000000,1.300000,1.000000,1.000000,1.000000,2,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1210,37,280,"fixed","",12,2,7,4,7,0.516667,-0.200000,1.413333,1.730000,1.000000,1.000000,1.000000,2,1,"This was a clear best option. I chose this move to pressure the opponent and disrupt their progress, while still keeping aggression and progress in balance."
1210,38,296,"fixed","",12,7,16,7,10,0.716667,-0.200000,0.000000,0.516667,1.000000,1.000000,1.000000,2,1,"This was a clear best option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1210,39,304,"fixed","",10,20,17,14,15,1.016667,1.200000,0.000000,2.216667,1.000000,1.000000,1.000000,4,1,"This was a clear best option. I prioritised bringing a piece home because finishing is the highest-value progress outcome."
1210,40,316,"fixed","",11,5,2,3,4,0.283333,1.000000,0.000000,1.283333,1.000000,1.000000,1.000000,3,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1210,41,320,"fixed","",12,16,23,10,13,0.916667,0.000000,0.000000,0.916667,1.000000,1.000000,1.000000,3,1,"This was a clear best option. I selected this move because it offered the best overall balance of progress, safety, and pressure."
1210,42,328,"fixed","",12,23,20,13,14,0.950000,1.000000,0.000000,1.950000,1.000000,1.000000,1.000000,3,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1210,43,332,"fixed","",12,20,17,14,15,1.016667,1.200000,0.000000,2.216667,1.000000,1.000000,1.000000,3,1,"This was a clear best option. I prioritised bringing a piece home because finishing is the highest-value progress outcome."
1210,44,340,"fixed","",11,2,4,4,6,0.433333,-0.200000,0.000000,0.233333,1.000000,1.000000,1.000000,2,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1210,45,352,"fixed","",11,4,7,6,7,0.483333,-0.200000,0.000000,0.283333,1.000000,1.000000,1.000000,2,1,"This was the strongest available option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1210,46,364,"fixed","",11,7,16,7,10,0.716667,-0.450000,0.000000,0.266667,1.000000,1.000000,1.000000,2,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1210,47,376,"fixed","",11,14,8,0,2,0.166667,0.000000,0.000000,0.166667,1.000000,1.000000,1.000000,2,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1210,48,384,"fixed","",11,8,2,2,4,0.300000,1.000000,0.000000,1.300000,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I preferred the safer line with lower capture exposure."
1210,49,388,"fixed","",11,2,4,4,6,0.433333,-0.200000,0.000000,0.233333,1.000000,1.000000,1.000000,2,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1210,50,396,"fixed","",11,4,10,6,8,0.566667,0.800000,0.000000,1.366667,1.000000,1.000000,1.000000,2,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1210,51,400,"fixed","",11,10,13,8,9,0.616667,-0.200000,0.000000,0.416667,1.000000,1.000000,1.000000,2,1,"This was the strongest available option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1210,52,408,"fixed","",11,13,22,9,12,0.850000,-0.200000,0.000000,0.650000,1.000000,1.000000,1.000000,2,1,"This was a clear best option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1210,53,416,"fixed","",11,22,17,12,15,1.050000,1.200000,0.000000,2.250000,1.000000,1.000000,1.000000,2,1,"This was a clear best option. I prioritised bringing a piece home because finishing is the highest-value progress outcome."
1210,54,424,"fixed","",13,14,8,0,2,0.166667,0.000000,0.000000,0.166667,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I chose the line with slightly stronger forward progress."
1210,55,432,"fixed","",13,8,1,2,5,0.383333,-0.200000,0.000000,0.183333,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I chose the line with slightly stronger forward progress."
1210,56,440,"fixed","",13,1,10,5,8,0.583333,0.800000,0.000000,1.383333,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I preferred the safer line with lower capture exposure."
1210,57,444,"fixed","",13,10,16,8,10,0.700000,-0.200000,0.000000,0.500000,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I chose the line with slightly stronger forward progress."
1210,58,456,"fixed","",13,16,23,10,13,0.916667,0.000000,0.000000,0.916667,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I chose the line with slightly stronger forward progress."
1210,59,468,"fixed","",13,23,20,13,14,0.950000,1.000000,0.000000,1.950000,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I preferred the safer line with lower capture exposure."
1210,60,472,"fixed","playerTwo",13,20,17,14,15,1.016667,1.200000,0.000000,2.216667,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I preferred the safer line with lower capture exposure."
1211,1,16,"fixed","",7,14,2,0,4,0.333333,1.000000,0.000000,1.333333,1.000000,1.000000,1.000000,7,1,"This was a marginally better option. I opened cautiously because the early position was vulnerable."
1211,2,20,"fixed","",7,2,7,4,7,0.516667,-0.200000,0.000000,0.316667,1.000000,1.000000,1.000000,7,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1211,3,28,"fixed","",7,7,13,7,9,0.633333,-0.200000,0.000000,0.433333,1.000000,1.000000,1.000000,7,1,"This was the strongest available option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1211,4,40,"fixed","",8,14,2,0,4,0.333333,1.000000,0.000000,1.333333,1.000000,1.000000,1.000000,7,1,"This was a marginally better option. I chose the rosette because it improves safety while preserving progress."
1211,5,44,"fixed","",7,13,16,9,10,0.683333,-0.450000,0.000000,0.233333,1.000000,1.000000,1.000000,7,1,"This was a marginally better option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1211,6,56,"fixed","",7,16,22,10,12,0.833333,-0.450000,0.000000,0.383333,1.000000,1.000000,1.000000,7,1,"This was the strongest available option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1211,7,64,"fixed","",7,22,17,12,15,1.050000,1.200000,0.000000,2.250000,1.000000,1.000000,1.000000,7,1,"This was a clear best option. I prioritised bringing a piece home because finishing is the highest-value progress outcome."
1211,8,72,"fixed","",8,2,7,4,7,0.516667,-0.200000,0.000000,0.316667,1.000000,1.000000,1.000000,6,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1211,9,80,"fixed","",8,7,13,7,9,0.633333,-0.200000,0.000000,0.433333,1.000000,1.000000,1.000000,6,1,"This was the strongest available option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1211,10,88,"fixed","",8,13,16,9,10,0.683333,-0.200000,0.000000,0.483333,1.000000,1.000000,1.000000,6,1,"This was a clear best option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1211,11,96,"fixed","",8,16,23,10,13,0.916667,0.000000,0.000000,0.916667,1.000000,1.000000,1.000000,6,1,"This was a clear best option. I selected this move because it offered the best overall balance of progress, safety, and pressure."
1211,12,104,"fixed","",9,14,5,0,3,0.250000,0.000000,0.000000,0.250000,1.000000,1.000000,1.000000,5,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1211,13,116,"fixed","",9,5,4,3,6,0.450000,-0.200000,0.000000,0.250000,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I chose the line with slightly stronger forward progress."
1211,14,124,"fixed","",8,23,17,13,15,1.033333,1.200000,0.000000,2.233333,1.000000,1.000000,1.000000,6,1,"This was a clear best option. I prioritised bringing a piece home because finishing is the highest-value progress outcome."
1211,15,132,"fixed","",9,4,10,6,8,0.566667,0.800000,0.000000,1.366667,1.000000,1.000000,1.000000,5,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1211,16,136,"fixed","",9,10,13,8,9,0.616667,-0.200000,0.000000,0.416667,1.000000,1.000000,1.000000,5,1,"This was the strongest available option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1211,17,148,"fixed","",9,13,19,9,11,0.766667,-0.200000,0.000000,0.566667,1.000000,1.000000,1.000000,5,1,"This was a clear best option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1211,18,160,"fixed","",9,19,20,11,14,0.983333,1.000000,0.000000,1.983333,1.000000,1.000000,1.000000,5,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1211,19,180,"fixed","",10,14,5,0,3,0.250000,0.000000,0.000000,0.250000,1.000000,1.000000,1.000000,4,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1211,20,188,"fixed","",10,5,4,3,6,0.450000,-0.200000,0.000000,0.250000,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I chose the line with slightly stronger forward progress."
1211,21,196,"fixed","",10,4,10,6,8,0.566667,0.800000,0.000000,1.366667,1.000000,1.000000,1.000000,4,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1211,22,200,"fixed","",10,10,16,8,10,0.700000,-0.200000,0.000000,0.500000,1.000000,1.000000,1.000000,4,1,"This was the strongest available option. I accepted a calculated risk because the progress gain was stronger than the added exposure."
1211,23,208,"fixed","",10,16,23,10,13,0.916667,0.000000,0.000000,0.916667,1.000000,1.000000,1.000000,4,1,"This was a clear best option. I selected this move because it offered the best overall balance of progress, safety, and pressure."
1211,24,228,"fixed","",11,14,2,0,4,0.333333,1.000000,0.000000,1.333333,1.000000,1.000000,1.000000,3,1,"This was a marginally better option. The options were close, so I preferred the safer line with lower capture exposure."
1211,25,232,"fixed","",11,2,10,4,8,0.600000,0.800000,0.000000,1.400000,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I preferred the safer line with lower capture exposure."
1211,26,236,"fixed","",9,20,17,14,15,1.016667,1.200000,0.000000,2.216667,1.000000,1.000000,1.000000,4,1,"This was a clear best option. I prioritised bringing a piece home because finishing is the highest-value progress outcome."
1211,27,244,"fixed","",11,10,19,8,11,0.783333,-0.450000,0.000000,0.333333,1.000000,1.000000,1.000000,3,1,"This was a marginally better option. The options were close, so I chose the line with slightly stronger forward progress."
1211,28,252,"fixed","",11,19,20,11,14,0.983333,1.000000,0.000000,1.983333,1.000000,1.000000,1.000000,3,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1211,29,256,"fixed","",12,14,2,0,4,0.333333,1.000000,0.000000,1.333333,1.000000,1.000000,1.000000,2,1,"This was a marginally better option. The options were close, so I preferred the safer line with lower capture exposure."
1211,30,260,"fixed","",11,20,17,14,15,1.016667,1.200000,0.000000,2.216667,1.000000,1.000000,1.000000,3,1,"This was a clear best option. I prioritised bringing a piece home because finishing is the highest-value progress outcome."
1211,31,268,"fixed","",10,23,20,13,14,0.950000,1.000000,0.000000,1.950000,1.000000,1.000000,1.000000,3,1,"This was a clear best option. I chose the rosette because it improves safety while preserving progress."
1211,32,272,"fixed","",12,2,10,4,8,0.600000,0.800000,0.000000,1.400000,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I preferred the safer line with lower capture exposure."
1211,33,276,"fixed","",12,10,19,8,11,0.783333,-0.200000,1.506667,2.090000,1.000000,1.000000,1.000000,2,1,"This was a clear best option. I chose this move to pressure the opponent and disrupt their progress, while still keeping aggression and progress in balance."
1211,34,284,"fixed","",12,19,23,11,13,0.900000,0.000000,0.000000,0.900000,1.000000,1.000000,1.000000,2,1,"This was a clear best option. I selected this move because it offered the best overall balance of progress, safety, and pressure."
1211,35,292,"fixed","",13,14,2,0,4,0.333333,1.000000,0.000000,1.333333,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I preferred the safer line with lower capture exposure."
1211,36,304,"fixed","",12,23,17,13,15,1.033333,1.200000,0.000000,2.233333,1.000000,1.000000,1.000000,2,1,"This was a clear best option. I prioritised bringing a piece home because finishing is the highest-value progress outcome."
1211,37,312,"fixed","",13,2,4,4,6,0.433333,-0.200000,1.390000,1.623333,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I chose the line with slightly stronger forward progress."
1211,38,320,"fixed","",13,4,16,6,10,0.733333,-0.200000,0.000000,0.533333,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I chose the line with slightly stronger forward progress."
1211,39,328,"fixed","",10,20,17,14,15,1.016667,1.200000,0.000000,2.216667,1.000000,1.000000,1.000000,2,1,"This was a clear best option. I prioritised bringing a piece home because finishing is the highest-value progress outcome."
1211,40,348,"fixed","",13,16,22,10,12,0.833333,-0.450000,0.000000,0.383333,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I chose the line with slightly stronger forward progress."
1211,41,360,"fixed","",13,22,23,12,13,0.883333,0.000000,0.000000,0.883333,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I chose the line with slightly stronger forward progress."
1211,42,372,"fixed","",13,23,20,13,14,0.950000,1.000000,0.000000,1.950000,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I preferred the safer line with lower capture exposure."
1211,43,408,"fixed","playerTwo",13,20,17,14,15,1.016667,1.200000,0.000000,2.216667,1.000000,1.000000,1.000000,1,1,"This was the only legal move. The options were close, so I preferred the safer line with lower capture exposure."
